"name"	"x"	"y"	"color"	"athaliana"	"common"	"description"	"clustering"	"hub"	"pfam"
"g270"	6669	7178	"#ff0000"	"AT3G45310"	"g270"	"Cysteine proteinases superfamily protein"	0	1.21277743775793e-08	"PF00112,PF08246"
"g6406"	6425	6667	"#ff0000"	"AT4G32830"	"g6406"	"ataurora1"	0	2.56553929625647e-06	"PF00069"
"g272"	2174	3559	"#cc00cc"	"AT5G36170"	"g272"	"high chlorophyll fluorescent 109"	0.271692745376956	1.59318520766195e-13	"PF03462,PF00472"
"Cre01.g025550"	2371	3314	"#cc00cc"	""	"Cre01.g025550"	""	0.44	8.10231084005319e-14	""
"Cre01.g035000"	1979	3885	"#cc00cc"	"AT4G18905"	"Cre01.g035000"	"Transducin/WD40 repeat-like superfamily protein"	0.408826945412311	2.31795628714135e-14	"PF00400"
"Cre10.g459600"	2031	3761	"#cc00cc"	"AT1G72440"	"Cre10.g459600"	"CCAAT-binding factor"	0.453877551020408	1.77007571018067e-14	"PF03914"
"g14586"	2641	3813	"#cc00cc"	"AT3G51800"	"g14586"	"metallopeptidase M24 family protein"	0.323671497584541	8.98261912776976e-12	"PF00557"
"Cre16.g678800"	2500	3912	"#cc00cc"	"AT2G28605"	"PCre17.g699600"	"Photosystem II reaction center PsbP family protein"	0.436363636363636	2.3105751182573e-12	"PF01789"
"Cre16.g696000"	2639	3748	"#cc00cc"	"AT1G31070"	"Cre16.g696000"	"N-acetylglucosamine-1-phosphate uridylyltransferase 1"	0.287017543859649	7.1723420949121e-12	""
"g1900"	2295	3550	"#cc00cc"	"AT2G27680"	"g1900"	"NAD(P)-linked oxidoreductase superfamily protein"	0.462406015037594	1.02552005431102e-13	"PF00248"
"Cre02.g101900"	2675	3543	"#cc00cc"	"AT3G12410"	"Cre02.g101900"	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	0.463333333333333	2.63817375341498e-12	"PF01612"
"Cre08.g377150"	2633	3538	"#cc00cc"	""	"Cre08.g377150"	""	0.424242424242424	2.79023402722144e-12	"PF02515"
"g8378"	2544	3691	"#cc00cc"	"AT5G20720"	"CPN20"	"chaperonin 20"	0.329710144927536	2.24434361474971e-12	"PF00166"
"g9186"	2622.5	3195	"#cc00cc"	"AT2G41250"	"g9186"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"	0.331983805668016	4.06578898244542e-14	"PF00702"
"g18289"	2255	3886	"#cc00cc"	""	"g18289"	""	0.335061088485746	2.50456347510617e-13	""
"Cre01.g024100"	2196	3457	"#cc00cc"	""	"Cre01.g024100"	""	0.637426900584795	1.13088170372654e-14	""
"Cre01.g036600"	2427	3464	"#cc00cc"	"AT5G67240"	"Cre01.g036600"	"small RNA degrading nuclease 3"	0.412794612794613	7.83188260655336e-14	"PF00929"
"Cre10.g428100"	2174	3495	"#cc00cc"	"AT3G56330"	"Cre10.g428100"	"N2,N2-dimethylguanosine tRNA methyltransferase"	0.841666666666667	4.746542306169e-14	"PF02005"
"Cre12.g538500"	2408	3583	"#cc00cc"	"AT5G11240"	"Cre12.g538500"	"transducin family protein / WD-40 repeat family protein"	0.405696202531646	1.10957523684474e-13	"PF00400,PF04003"
"Cre12.g540200"	2104	3492	"#cc00cc"	"AT1G55150"	"Cre12.g540200"	"DEA(D/H)-box RNA helicase family protein"	0.735294117647059	1.39428582726533e-14	"PF00270,PF00271"
"Cre13.g573000"	2471	3450	"#cc00cc"	"AT2G18850"	"Cre13.g573000"	"SET domain-containing protein"	0.39921568627451	9.78926791569495e-14	"PF00856"
"g16153"	2215	3727	"#cc00cc"	"AT5G14520"	"g16153"	"pescadillo-related"	0.532786885245902	3.28260072179008e-14	"PF00533,PF06732"
"Cre16.g649600"	2181	3667	"#cc00cc"	"AT1G72320"	"PUF4"	"pumilio 23"	0.441632653061225	9.187535829033e-14	"PF00806"
"Cre02.g100050"	2469	3434	"#cc00cc"	"AT3G28490"	"Cre02.g100050"	"Oxoglutarate/iron-dependent oxygenase"	0.515151515151515	1.39007136128871e-13	""
"Cre02.g101950"	2530	3405	"#cc00cc"	"AT2G28450"	"TMU2"	"zinc finger (CCCH-type) family protein"	0.455665024630542	1.75075940778783e-13	"PF05958"
"Cre03.g172950"	2419	3839	"#cc00cc"	"AT3G57150"	"CBF5"	"homologue of NAP57"	0.331501831501831	8.3287213177972e-13	"PF01472,PF08068,PF01509"
"Cre05.g238900"	2099	3947	"#cc00cc"	""	"Cre05.g238900,Cre05.g238935"	""	0.401069518716578	6.9620636563786e-14	"PF00270,PF00271"
"Cre09.g405150"	1677	3633	"#cc00cc"	"AT3G06950"	"PUS1"	"Pseudouridine synthase family protein"	0.333333333333333	8.57526757742951e-16	"PF01416"
"Cre01.g026200"	1908	3604	"#cc00cc"	"AT4G37380"	"PPR9"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	0.424242424242424	3.00280700834221e-15	"PF01535"
"Cre10.g439400"	2488	3534	"#cc00cc"	"AT3G25660"	"GAT1"	"Amidase family protein"	0.319088319088319	1.13825701918563e-13	"PF01425"
"g15274"	2131	3798	"#cc00cc"	"AT5G42890"	"g15274"	"sterol carrier protein 2"	0.425925925925926	6.8789450218397e-14	"PF02036"
"Cre16.g672100"	2404	3767	"#cc00cc"	""	"Cre16.g672100"	""	0.4	2.10263804971081e-12	""
"Cre16.g689100"	1722	3786	"#cc00cc"	""	"Cre16.g689100,g16176"	""	0.423076923076923	4.15007830197783e-15	"PF00849,PF01756,PF02770"
"Cre16.g690250"	2280	3329	"#cc00cc"	"AT5G14460"	"Cre16.g690250"	"Pseudouridine synthase family protein"	0.6	1.76788067581785e-14	"PF01509"
"Cre03.g205800"	2094	3894	"#cc00cc"	"AT1G65030"	"Cre03.g205800"	"Transducin/WD40 repeat-like superfamily protein"	0.341880341880342	1.1229210457707e-13	"PF00400"
"Cre05.g238950"	2236	3474	"#cc00cc"	"AT4G15520"	"Cre05.g238950"	"tRNA/rRNA methyltransferase (SpoU) family protein"	0.641666666666667	5.54319344424965e-15	"PF00588"
"Cre07.g315550"	1913	3730	"#cc00cc"	"AT4G28070"	"Cre07.g315550"	"AFG1-like ATPase family protein"	0.490909090909091	1.28599746536605e-14	"PF03969"
"Cre08.g364650"	2065	3383	"#cc00cc"	"AT3G59980"	"Cre08.g364650"	"Nucleic acid-binding, OB-fold-like protein"	0.222222222222222	5.06906602187983e-15	"PF02686,PF01588"
"Cre01.g039750"	2575	3329	"#cc00cc"	"AT5G14660"	"PDF1B"	"peptide deformylase 1B"	0.6	5.68952906843787e-15	"PF01327"
"Cre01.g012350"	1960	4176	"#cc00cc"	"AT5G64420"	"Cre01.g012350"	"DNA polymerase V family"	0.389277389277389	1.44696665197309e-14	"PF04931"
"Cre10.g452500"	1727	4367	"#cc00cc"	"AT3G01160"	"Cre10.g452500"	""	0.468971631205674	1.61554529103791e-15	"PF08159"
"Cre10.g461000"	2194	4109	"#cc00cc"	"AT4G30990"	"Cre10.g461000"	"ARM repeat superfamily protein"	0.469858156028369	9.66985804635737e-15	"PF07539"
"Cre12.g497350"	1734	4271	"#cc00cc"	"AT3G04260"	"Cre12.g497350"	"plastid transcriptionally active 3"	0.470512820512821	1.41652884214194e-15	""
"g13120"	1904	4100	"#cc00cc"	"AT1G74310"	"g13120"	"heat shock protein 101"	0.516057585825028	7.19971271006027e-15	"PF00004,PF07724,PF10431"
"g13203"	1511	4489	"#cc00cc"	"AT1G80480"	"g13203"	"plastid transcriptionally active 17"	0.413472706155633	7.37531545908613e-16	"PF07683,PF02492"
"g13842"	2485	3841	"#cc00cc"	"AT2G31660"	"g13842"	"ARM repeat superfamily protein"	0.337021937487866	8.25286093021803e-13	"PF03810"
"Cre16.g659600"	2124	4256	"#cc00cc"	"AT1G79150"	"Cre16.g659600"	"binding"	0.298876832286313	3.61039251997169e-14	"PF03914"
"Cre06.g251500"	1855	4047	"#cc00cc"	"AT5G19530"	"SPS1"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	0.484984984984985	1.25029157306412e-14	"PF01564"
"Cre06.g278500"	2267	4017	"#cc00cc"	"AT5G47680"	"Cre06.g278500"	""	0.411049268192125	4.21914871659467e-14	"PF01746"
"Cre06.g284550"	1872	4374	"#cc00cc"	""	"Cre06.g284550"	""	0.443262411347518	4.09739747727007e-15	""
"Cre06.g282600"	1544	4311	"#cc00cc"	"AT5G05450"	"Cre06.g282600"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	0.494505494505495	2.92671248376434e-16	"PF00270,PF00271"
"g7367"	2071	3737	"#cc00cc"	"AT4G28450"	"g7367"	"nucleotide binding;protein binding"	0.67816091954023	9.95082244479874e-15	"PF04158,PF00400"
"Cre09.g400550"	1700	4555	"#cc00cc"	"AT3G47450"	"NOA1"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	0.354022988505747	1.19409869337585e-15	""
"g9701"	1938	4391	"#cc00cc"	"AT2G18220"	"g9701"	"Noc2p family"	0.402457757296467	3.5120549805172e-15	"PF03715"
"Cre01.g034300"	1923	4461	"#cc00cc"	""	"Cre01.g034300"	""	0.457142857142857	2.80964398441376e-15	""
"Cre01.g022350"	2171	4129	"#cc00cc"	"AT3G16840"	"Cre01.g022350"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	0.355256064690027	3.34347634145238e-14	"PF00270,PF00271"
"Cre10.g466450"	2425	3841	"#cc00cc"	"AT3G53460"	"Cre10.g466450"	"chloroplast RNA-binding protein 29"	0.389096340552651	1.25356949104594e-13	"PF00076"
"Cre10.g450879"	1978	4239	"#cc00cc"	"AT5G61770"	"Cre10.g450879"	"PETER PAN-like protein"	0.391228070175439	8.89720595064358e-15	"PF04427"
"Cre10.g452600"	1889	4266	"#cc00cc"	"AT5G43720"	"Cre10.g452600"	"Protein of unknown function (DUF2361)"	0.43728813559322	3.91008787830915e-15	"PF10153"
"Cre10.g466250"	1995	4132	"#cc00cc"	"AT4G04940"	"Cre10.g466250"	"transducin family protein / WD-40 repeat family protein"	0.46038961038961	5.22125507103558e-15	"PF04192,PF00400"
"g11633"	1487.5	4262	"#cc00cc"	""	"g11633"	""	0.447619047619048	3.9803289779195e-16	""
"Cre11.g478950"	2325	3981	"#cc00cc"	""	"Cre11.g478950,g11889"	""	0.418811881188119	4.83258765319167e-14	"PF04615,PF04615"
"Cre12.g526850"	1804	4263	"#cc00cc"	"AT4G34910"	"Cre12.g526850"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	0.472789115646259	2.50526588610227e-15	"PF00270,PF00271"
"Cre12.g536850"	1762	4514	"#cc00cc"	""	"Cre12.g536850"	""	0.433933933933934	1.25263294305114e-15	""
"Cre13.g606850"	2047	3962	"#cc00cc"	"AT4G07410"	"Cre13.g606850"	"Transducin family protein / WD-40 repeat family protein"	0.556025369978858	6.532422263762e-15	"PF00400"
"Cre13.g563850"	1343	4241	"#cc00cc"	"AT4G21900"	"Cre13.g563850"	"proteinaceous RNase P 3"	0.1	9.36547994804588e-17	"PF11977"
"Cre14.g629300"	1966	3808	"#cc00cc"	"AT5G57990"	"Cre14.g629300"	"ubiquitin-specific protease 23"	0.593846153846154	4.15593172694536e-15	"PF00443"
"Cre02.g095850"	1822	4495	"#cc00cc"	"AT5G48240"	"Cre02.g095850"	""	0.390960451977401	2.08381928844021e-15	"PF07890"
"Cre02.g104650"	2150	4093	"#cc00cc"	""	"Cre02.g104650,g2141"	""	0.413531870428422	2.53336232594641e-14	"PF00076"
"g2723"	2144	4067	"#cc00cc"	"AT4G16570"	"g2723"	"protein arginine methyltransferase 7"	0.351358411703239	7.01474448108636e-14	""
"Cre03.g156150"	1966	4076	"#cc00cc"	"AT5G54910"	"Cre03.g156150"	"DEA(D/H)-box RNA helicase family protein"	0.557610241820768	3.50034813058215e-15	"PF00270,PF00271"
"Cre05.g244236"	2044	4177	"#cc00cc"	"AT5G14600"	"Cre05.g244236"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	0.463768115942029	1.22921924318102e-14	"PF08704"
"Cre06.g273413"	2089	4160	"#cc00cc"	"AT4G26600"	"Cre06.g273413"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	0.398084815321477	1.53593871147952e-14	"PF01189"
"Cre06.g254150"	1777	4358	"#cc00cc"	"AT1G15440"	"UTP1"	"periodic tryptophan protein 2"	0.437710437710438	2.13064668818044e-15	"PF00400,PF04003"
"g7444"	2433	3866	"#cc00cc"	"AT1G29940"	"g7444"	"nuclear RNA polymerase A2"	0.417445482866044	5.76913564799626e-14	"PF04561,PF04565,PF06883,PF04563,PF04560,PF00562"
"Cre07.g314900"	2315	3977	"#cc00cc"	"AT3G18600"	"Cre07.g314900"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	0.454423292273236	3.83048129875076e-14	"PF00270,PF00271"
"Cre07.g344050"	1890	4385	"#cc00cc"	"AT5G16750"	"Cre07.g344050"	"Transducin family protein / WD-40 repeat family protein"	0.367017543859649	4.07398377739996e-15	"PF00400,PF08625"
"g8347"	1639	4453	"#cc00cc"	""	"g8347"	""	0.44	7.02410996103441e-16	""
"g9781"	2267	3841	"#cc00cc"	"AT2G43650"	"g9781"	"Sas10/U3 ribonucleoprotein (Utp) family protein"	0.555244755244755	2.64340671533595e-14	"PF09368,PF04000"
"g197"	2014	3825	"#cc00cc"	"AT3G04820"	"g197"	"Pseudouridine synthase family protein"	0.56	1.38257897733027e-14	"PF01142"
"g1265"	1960	4115	"#cc00cc"	"AT1G31660"	"BLP1"	""	0.456140350877193	4.61249887441259e-15	"PF05291"
"g33"	1441	4195	"#cc00cc"	""	"g33"	""	0.5	1.43408911704452e-16	""
"Cre11.g480800"	1796	4279	"#cc00cc"	"AT2G34570"	"Cre11.g480800"	"PIN domain-like family protein"	0.420447670901391	3.16084948246548e-15	"PF04900"
"Cre11.g480060"	1965	4005	"#cc00cc"	"AT3G15080"	"Cre11.g480060"	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	0.556005398110661	7.79676205674819e-15	"PF00929"
"Cre13.g566150"	1930.5	3862	"#cc00cc"	"AT2G19870"	"Cre13.g566150"	"tRNA/rRNA methyltransferase (SpoU) family protein"	0.54679802955665	1.87426667460268e-14	"PF00588,PF08032"
"Cre14.g624500"	1791	4194	"#cc00cc"	"AT3G46210"	"RRP46"	"Ribosomal protein S5 domain 2-like superfamily protein"	0.41010101010101	3.65253717973789e-15	"PF01138"
"g15179"	1610	4588	"#cc00cc"	"AT3G01370"	"g15179"	"CRM family member 2"	0.407692307692308	7.37531545908613e-16	"PF01985"
"g16830"	1583	4286	"#cc00cc"	""	"g16830"	""	0.616666666666667	8.54600045259186e-16	""
"g16856"	1672	4160	"#cc00cc"	""	"g16856"	""	0.523809523809524	1.93163023928446e-15	""
"Cre16.g653350"	2042	3972	"#cc00cc"	"AT1G24880"	"Cre16.g653350"	"UDP-3-O-acyl N-acetylglycosamine deacetylase family protein"	0.525714285714286	1.74666201031056e-14	"PF03331"
"Cre16.g685900"	1992	4132	"#cc00cc"	"AT3G12270"	"PRM3"	"protein arginine methyltransferase 3"	0.446444249341528	9.69327174622748e-15	"PF08241"
"Cre02.g082300"	2278	3977	"#cc00cc"	"AT5G05210"	"Cre02.g082300"	"Surfeit locus protein 6"	0.409629198213939	4.25192789641283e-14	"PF04935"
"Cre02.g145231"	2145	3966	"#cc00cc"	"AT1G23280"	"Cre02.g145231"	"MAK16 protein-related"	0.511898466419884	1.75836886024561e-14	"PF04874"
"Cre02.g103400"	1503	4679	"#cc00cc"	""	"Cre02.g103400"	""	0.357894736842105	4.8993166978215e-15	""
"g2951"	1691	4241	"#cc00cc"	"AT2G33840"	"g2951"	"Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial"	0.586206896551724	1.48676994175228e-15	"PF00579"
"Cre03.g175000"	2369	3934	"#cc00cc"	"AT3G60500"	"Cre03.g175000"	"3'-5'-exoribonuclease family protein"	0.464506172839506	4.90751149277604e-14	"PF03725,PF01138"
"g4679"	1788	4103	"#cc00cc"	"AT2G47300"	"g4679"	"ribonuclease Ps"	0.631578947368421	1.62725214097297e-15	"PF06978,PF08170"
"g6731"	1893	4135	"#cc00cc"	"AT1G69210"	"g6731"	"Uncharacterised protein family UPF0090"	0.675675675675676	3.44181388090686e-15	"PF02576"
"Cre07.g351750"	2155	3787	"#cc00cc"	"AT3G22660"	"Cre07.g351750"	"rRNA processing protein-related"	0.448275862068966	3.70404731945214e-14	"PF05890"
"Cre08.g374800"	1885	4037	"#cc00cc"	"AT1G03110"	"Cre08.g374800"	"Transducin/WD40 repeat-like superfamily protein"	0.481481481481481	3.64902512475737e-14	"PF00400"
"Cre01.g013700"	3816	5590	"#00ffff"	""	"Cre01.g013700,g334"	""	0	3.14973171390238e-09	"PF01459"
"Cre10.g419600"	3868	6413	"#00ffff"	"AT4G18930"	"Cre10.g419600"	"RNA ligase/cyclic nucleotide phosphodiesterase family protein"	0	1.17202037514687e-07	"PF07823"
"Cre01.g052250"	4226	4843	"#00ffff"	"AT1G50320"	"Cre01.g052250"	"thioredoxin X"	0.19047619047619	1.31385738879424e-09	"PF00085"
"Cre13.g567950"	3863	4734	"#00ffff"	"AT1G27680"	"Cre13.g567950"	"ADPGLC-PPase large subunit"	0.2	1.4549155591783e-10	"PF00483"
"Cre03.g187450"	4134	4901	"#00ffff"	"AT3G04790"	"RPI1"	"Ribose 5-phosphate isomerase, type A protein"	0.2	4.57081122080073e-11	"PF06026"
"g11554"	3464	6354	"#00ffff"	""	"g11554"	""	0.236363636363636	5.47594913854125e-07	""
"g393"	2634	3252	"#cc00cc"	"AT5G53850"	"g393"	"haloacid dehalogenase-like hydrolase family protein"	0.533333333333333	8.65750819822328e-14	"PF00596"
"Cre12.g510850"	2990	3163	"#cc00cc"	""	"Cre12.g510850,Cre12.g510900"	""	0.583333333333333	7.90537235702069e-13	"PF11833,PF10431,PF07724,PF00004"
"Cre12.g558450"	2557	3244	"#cc00cc"	"AT1G23820"	"SPD1"	"spermidine synthase 1"	0.535714285714286	3.7877512964878e-14	"PF01564"
"Cre01.g018600"	4519.5	9938.5	"#cc00cc"	""	"Cre01.g018600"	""	0.535714285714286	3.7877512964878e-14	"PF01564"
"Cre12.g516100"	4601.7998046875	9938.5	"#009900"	"AT5G42000"	"Cre12.g516100"	"ORMDL family protein"	0.535714285714286	3.7877512964878e-14	"PF01564"
"g548"	1620	4172	"#cc00cc"	"AT5G60790"	"g548"	"ABC transporter family protein"	0.456140350877193	5.20954822110052e-16	"PF00005"
"Cre10.g426250"	1601	4380	"#cc00cc"	"AT5G27990"	"Cre10.g426250"	"Pre-rRNA-processing protein TSR2, conserved region"	0.534453781512605	8.19479495454014e-16	"PF10273"
"Cre10.g462700"	1717	3946	"#cc00cc"	""	"Cre10.g462700,Cre10.g462750,g11343"	""	0.666666666666667	6.23389759041804e-16	"PF00400"
"g8562"	1638	3892	"#cc00cc"	""	"g8562"	""	0.318181818181818	4.8583427230488e-16	""
"g8684"	1841	4351	"#cc00cc"	"AT5G66540"	"g8684"	""	0.413559322033898	2.57550698571262e-15	"PF04006"
"Cre05.g241000"	1930	4406	"#cc00cc"	""	"Cre05.g241000"	""	0.286549707602339	5.30320302058098e-15	"PF10084"
"Cre01.g002200"	1461	4428	"#cc00cc"	"AT5G51940"	"RPB6"	"RNA polymerase Rpb6"	0.371541501976285	2.45843848636204e-16	"PF01192"
"Cre16.g685350"	1685	4487	"#cc00cc"	""	"Cre16.g685350"	""	0.468253968253968	8.89720595064358e-16	""
"g4382"	1738	3573	"#cc00cc"	"AT1G51730"	"g4382"	"Ubiquitin-conjugating enzyme family protein"	0.222222222222222	5.32661672045109e-16	"PF05773"
"Cre04.g217750"	1281	4638	"#cc00cc"	""	"Cre04.g217750,g4533"	""	0	1.17068499350573e-17	"PF00400"
"g9969"	1551	4058	"#cc00cc"	""	"g9969"	""	0.32967032967033	4.50713722499708e-16	""
"g11523"	5855	3388	"#ff0000"	"AT4G34150"	"g11523"	"Calcium-dependent lipid-binding (CaLB domain) family protein"	0.557627118644068	1.69514397573084e-07	"PF00168"
"Cre12.g492600"	6161	3390	"#ff0000"	""	"FAS3"	""	0.617647058823529	2.39192365367233e-08	"PF02469"
"g14360"	6160	2725	"#ff0000"	""	"g14360"	""	0.502024291497976	3.25635125995335e-09	""
"g15209"	6047	3146	"#ff0000"	""	"g15209"	""	0.451433857539315	3.0651063612421e-08	""
"Cre16.g660700"	6157	2800	"#ff0000"	""	"Cre16.g660700"	""	0.480836236933798	3.57677829054766e-09	""
"Cre16.g668700"	5963	3561	"#ff0000"	""	"Cre16.g668700"	""	0.558367346938776	2.26130384522512e-07	""
"g16422"	5752	3356	"#ff0000"	"AT2G42200"	"g16422"	"squamosa promoter binding protein-like 9"	0.639976621858562	1.02216808324512e-07	"PF03110"
"g16721"	5769	3505	"#ff0000"	"AT3G07980"	"g16721"	"mitogen-activated protein kinase kinase kinase 6"	0.408766564729867	2.97369154434065e-07	"PF00069"
"Cre05.g232150"	6025	3219	"#ff0000"	"AT5G07440"	"GDH2"	"glutamate dehydrogenase 2"	0.51063829787234	4.4575294226422e-08	"PF00208,PF02812"
"Cre10.g420450"	6170	3282	"#ff0000"	""	"Cre10.g420450"	""	0.455686274509804	5.16660217360475e-08	"PF03762"
"Cre10.g457500"	6299	3053	"#ff0000"	"AT4G16360"	"Cre10.g457500"	"5'-AMP-activated protein kinase beta-2 subunit protein"	0.500891265597148	9.5646322198148e-09	"PF04739"
"Cre11.g475500"	5933	3407	"#ff0000"	""	"Cre11.g475500"	""	0.33719298245614	1.08384005528669e-07	""
"Cre16.g687700"	6136	3470	"#ff0000"	""	"Cre16.g687700"	""	0.358727612937717	1.87432783516707e-07	""
"Cre17.g707750"	5879	3589	"#ff0000"	""	"Cre17.g707750"	""	0.384084302325581	4.84747987939636e-07	""
"Cre03.g174800"	6231	2987	"#ff0000"	""	"Cre03.g174800,Cre03.g174850"	""	0.714285714285714	4.54756648589573e-09	""
"Cre03.g175650"	5912	3195	"#ff0000"	""	"Cre03.g175650"	""	0.398780487804878	2.24107765531511e-08	"PF00211"
"g6066"	5990	3483	"#ff0000"	"AT5G55700"	"g6066"	"beta-amylase 4"	0.356359492949722	3.53741869880993e-07	"PF01373"
"Cre06.g307150"	5862	3433	"#ff0000"	"AT4G17090"	"AMB1"	"chloroplast beta-amylase"	0.465871902758298	2.40477054334568e-07	"PF01373"
"g7585"	5970	3371	"#ff0000"	"AT5G12850"	"g7585"	"CCCH-type zinc finger protein with ARM repeat domain"	0.504385964912281	8.6115934949418e-08	""
"g7556"	6208	2921	"#ff0000"	""	"g7556,g7555"	""	0.389599317988065	1.20999818069514e-08	"PF01384,PF01384"
"Cre07.g337100"	5673	3653	"#ff0000"	""	"Cre07.g337100"	""	0.399436972161401	5.07413111600166e-07	""
"Cre09.g413200"	5739	3522	"#ff0000"	""	"Cre09.g413200,g10235"	""	0.391477028767711	3.68424615351899e-07	"PF00069"
"Cre01.g036000"	6318	3011	"#ff0000"	"AT1G76040"	"Cre01.g036000"	"calcium-dependent protein kinase 29"	0.688888888888889	2.15734755737053e-09	"PF00069"
"g11459"	6146	3555	"#ff0000"	""	"g11459"	""	0.334575569358178	3.76221293049087e-07	""
"g11543"	6025	3561	"#ff0000"	""	"g11543"	""	0.5	1.92276677101198e-08	""
"Cre13.g588650"	5851	3178	"#ff0000"	""	"Cre13.g588650"	""	0.689839572192513	3.61354364223254e-08	""
"g14829"	5887	3468	"#ff0000"	"AT1G45201"	"g14829"	"triacylglycerol lipase-like 1"	0.390115368181171	3.77506591264306e-07	"PF01764"
"Cre16.g653900"	6053	3104	"#ff0000"	""	"Cre16.g653900"	""	0.388605442176871	1.97596162857415e-08	""
"Cre02.g091950"	5870	3732	"#ff0000"	""	"CYG45"	""	0.48858939802336	6.96796643695718e-07	"PF00211"
"Cre10.g429750"	6067	3626	"#ff0000"	""	"Cre10.g429750"	""	0.440333024976873	2.54920733169333e-07	"PF00989"
"Cre01.g036250"	6157	3346	"#ff0000"	"AT5G39440"	"Cre01.g036250"	"SNF1-related protein kinase 1"	0.435102040816327	6.26187864520784e-08	"PF00069"
"Cre13.g590500"	5777	3485	"#ff0000"	"AT4G30950"	"Cre13.g590500"	"fatty acid desaturase 6"	0.363984674329502	3.31100530512374e-07	"PF00487"
"Cre16.g659400"	6244	3422	"#ff0000"	""	"Cre16.g659400,g15929"	""	0.437229437229437	4.38383987604978e-08	"PF01842,PF07714"
"g1864"	6157	3530	"#ff0000"	""	"g1864,g1865"	""	0.544159544159544	8.70956245125019e-08	"PF08241,PF05175,PF08242"
"g5964"	5947	3432	"#ff0000"	"AT4G04885"	"g5964"	"PCF11P-similar protein 4"	0.379926227916909	1.9779708195039e-07	""
"Cre06.g289100"	5710	3451	"#ff0000"	""	"Cre06.g289100"	""	0.414873930141106	2.99348335181797e-07	""
"Cre07.g335200"	5727	3321	"#ff0000"	"AT5G13650"	"Cre07.g335200"	"elongation factor family protein"	0.433513513513514	1.60913744932497e-07	"PF00009,PF00679,PF03144"
"Cre03.g198050"	6258	3006	"#ff0000"	"AT4G14500"	"Cre03.g198050"	"Polyketide cyclase/dehydrase and lipid transport superfamily protein"	0.441530054644809	1.31479603290052e-08	""
"Cre03.g162750"	6136.5	3178	"#ff0000"	"AT4G03110"	"Cre03.g162750"	"RNA-binding protein-defense related 1"	0.381048387096774	2.97559230619216e-08	"PF00076"
"Cre06.g289050"	5798	3524	"#ff0000"	""	"Cre06.g289050"	""	0.355734009580163	5.37058902974719e-07	""
"g276"	6150	2918	"#ff0000"	"AT1G74050"	"g276"	"Ribosomal protein L6 family protein"	0.450961538461538	6.41774416268596e-09	"PF01159,PF03868"
"Cre12.g485850"	6112	3259	"#ff0000"	"AT2G27290"	"Cre12.g485850"	"Protein of unknown function (DUF1279)"	0.3125	1.87808128141292e-08	"PF06916"
"Cre07.g348450"	6233	3389	"#ff0000"	"AT2G31500"	"Cre07.g348450"	"calcium-dependent protein kinase 24"	0.375686274509804	5.94114736529057e-08	"PF00069"
"Cre01.g025350"	6246	3208	"#ff0000"	""	"FAP235"	""	0.461584996975197	4.11704409779931e-08	"PF03703"
"Cre02.g077500"	6121	3832	"#ff0000"	"AT5G02280"	"TRS23"	"SNARE-like superfamily protein"	0.348200312989045	8.32584833998877e-07	"PF04099"
"g6121"	6182	3221	"#ff0000"	"AT5G59240"	"g6121"	"Ribosomal protein S8e family protein"	0.369122257053292	6.36190313471386e-08	"PF01201"
"Cre08.g362600"	5697	3650	"#ff0000"	""	"Cre08.g362600"	""	0.394172185430464	7.45718977535508e-07	"PF00144"
"Cre09.g403850"	5822	3390	"#ff0000"	"AT4G18700"	"Cre09.g403850"	"CBL-interacting protein kinase 12"	0.332681017612524	4.13972476951455e-07	"PF00069"
"g13645"	5747	3291	"#ff0000"	""	"g13645"	""	0.38017986245812	1.54060345193763e-07	""
"g15008"	5903	3264	"#ff0000"	"AT3G17430"	"g15008"	"Nucleotide-sugar transporter family protein"	0.297127222982216	8.85354027605819e-08	"PF03151"
"Cre01.g025100"	4002	2770	"#cc00cc"	"AT2G33255"	"Cre01.g025100"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"	0	1.87090095524635e-15	"PF00702"
"Cre12.g511900"	3756.5	2974	"#cc00cc"	"AT5G61410"	"RPE1"	"D-ribulose-5-phosphate-3-epimerase"	0.355555555555556	3.94766686660069e-13	"PF00834"
"Cre15.g640900"	7132	6169	"#009900"	""	"Cre15.g640900"	""	0.40560549973559	1.05221167216295e-13	""
"Cre17.g741000"	6544	5504	"#009900"	"AT2G16595"	"Cre17.g741000"	"Translocon-associated protein (TRAP), alpha subunit"	0.651029526029526	4.66916002809827e-13	"PF03896"
